                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                0.34959,                0.70699,                0.34337,                0.66449,                0.66407,                0.70163,                0.39736,                0.43077,                0.84947,                0.50028,                 0.0001,                 0.0001,                 0.0001
                    160,                0.34719,                0.72385,                 0.3361,                 0.6621,                0.66072,                0.70333,                 0.3966,                0.43118,                0.85245,                0.50182,                 0.0001,                 0.0001,                 0.0001
                    161,                0.35418,                0.72362,                 0.3348,                0.66211,                0.65499,                0.70286,                0.39658,                0.43006,                0.85506,                0.50224,                 0.0001,                 0.0001,                 0.0001
                    162,                0.35113,                0.71555,                0.33958,                0.67696,                0.65733,                0.70279,                0.39788,                0.43047,                0.85369,                0.50273,                 0.0001,                 0.0001,                 0.0001
                    163,                0.35298,                0.70595,                0.33769,                0.69653,                0.65028,                0.70588,                0.40095,                0.43102,                0.84978,                0.50699,                 0.0001,                 0.0001,                 0.0001
                    164,                0.34818,                0.71325,                0.34151,                0.69486,                0.65736,                0.70625,                0.40067,                0.43422,                0.84639,                0.50977,                 0.0001,                 0.0001,                 0.0001
                    165,                0.35324,                0.71727,                 0.3426,                 0.6927,                0.65679,                0.70436,                0.40117,                0.43622,                0.84277,                0.51302,                 0.0001,                 0.0001,                 0.0001
                    166,                0.34981,                0.70632,                0.34012,                0.68445,                 0.6521,                0.70358,                0.39997,                0.43476,                0.84749,                0.51236,                 0.0001,                 0.0001,                 0.0001
                    167,                0.35084,                0.70668,                0.33886,                0.68905,                0.65474,                0.69997,                0.39829,                0.44079,                 0.8373,                0.52689,                 0.0001,                 0.0001,                 0.0001
                    168,                0.35214,                0.69898,                0.33755,                0.68753,                0.65025,                0.70239,                0.40023,                0.44038,                0.83414,                0.52215,                 0.0001,                 0.0001,                 0.0001
                    169,                0.34234,                 0.7086,                0.33985,                 0.6995,                0.65536,                 0.7062,                0.40063,                0.43784,                0.84635,                0.51061,                 0.0001,                 0.0001,                 0.0001
                    170,                0.34967,                0.69141,                0.34379,                0.70049,                0.65489,                0.70644,                0.40266,                0.44004,                0.83959,                0.51408,                 0.0001,                 0.0001,                 0.0001
                    171,                0.34921,                0.70323,                0.33841,                0.70025,                0.65271,                0.70695,                0.40358,                0.43998,                0.83947,                0.51406,                 0.0001,                 0.0001,                 0.0001
                    172,                0.34815,                0.68368,                0.33729,                0.68808,                0.66647,                0.70784,                0.40389,                0.43995,                0.83915,                0.51409,                 0.0001,                 0.0001,                 0.0001
                    173,                0.34571,                0.68211,                0.33552,                0.70436,                0.64972,                0.70658,                0.40422,                0.43996,                0.83709,                 0.5189,                 0.0001,                 0.0001,                 0.0001
                    174,                0.34575,                 0.6755,                0.33539,                0.72075,                0.64982,                0.70996,                0.40529,                   0.44,                0.83495,                0.51941,                 0.0001,                 0.0001,                 0.0001
                    175,                0.33869,                0.68949,                0.32892,                0.72075,                0.64738,                0.70973,                0.40596,                0.43947,                0.84094,                0.51961,                 0.0001,                 0.0001,                 0.0001
                    176,                0.34021,                0.69727,                 0.3269,                0.72216,                0.64551,                0.70852,                 0.4057,                0.44171,                0.83637,                0.52374,                 0.0001,                 0.0001,                 0.0001
                    177,                0.34198,                0.69072,                0.33381,                 0.6996,                0.65584,                0.70912,                 0.4065,                0.44371,                0.83228,                0.52367,                 0.0001,                 0.0001,                 0.0001
                    178,                0.34694,                0.68007,                0.33526,                0.70448,                0.65491,                0.70861,                0.40587,                0.44447,                0.82994,                 0.5293,                 0.0001,                 0.0001,                 0.0001
                    179,                0.33892,                 0.6732,                0.32602,                0.73381,                0.63346,                0.70929,                0.40567,                0.44376,                0.83314,                0.52678,                 0.0001,                 0.0001,                 0.0001
                    180,                 0.3437,                0.66915,                0.33608,                0.72596,                0.65667,                0.70971,                0.40446,                0.44171,                0.84301,                0.52228,                 0.0001,                 0.0001,                 0.0001
                    181,                0.34094,                0.67878,                0.32936,                0.70784,                0.66299,                0.70867,                0.40524,                0.44306,                0.83823,                0.52523,                 0.0001,                 0.0001,                 0.0001
                    182,                0.34024,                 0.6731,                0.32717,                 0.7049,                0.66926,                 0.7124,                0.40549,                0.44084,                0.84049,                0.52647,                 0.0001,                 0.0001,                 0.0001
                    183,                0.33139,                0.68467,                 0.3213,                0.70598,                0.67315,                0.71309,                0.40692,                0.44198,                0.83535,                0.52678,                 0.0001,                 0.0001,                 0.0001
                    184,                0.34408,                0.65686,                0.34472,                0.70821,                0.67158,                0.71358,                0.40649,                0.44281,                0.83338,                0.52825,                 0.0001,                 0.0001,                 0.0001
                    185,                0.33581,                0.66773,                0.33061,                0.70671,                 0.6704,                 0.7154,                0.40544,                 0.4438,                0.83039,                0.52945,                 0.0001,                 0.0001,                 0.0001
                    186,                0.34025,                0.65288,                0.32771,                0.70464,                0.66705,                0.71537,                0.40621,                0.44608,                0.82549,                0.53519,                 0.0001,                 0.0001,                 0.0001
                    187,                0.34395,                0.64386,                0.33736,                0.68929,                0.66814,                0.71106,                0.40476,                0.44637,                0.83197,                0.53188,                 0.0001,                 0.0001,                 0.0001
                    188,                0.34496,                0.65813,                0.33452,                0.69953,                0.66796,                0.71076,                0.40341,                0.44621,                0.83341,                0.53281,                 0.0001,                 0.0001,                 0.0001
                    189,                0.34051,                0.66639,                0.32972,                0.70515,                0.66417,                0.70962,                0.40242,                0.44464,                0.83715,                0.53142,                 0.0001,                 0.0001,                 0.0001
                    190,                0.33754,                0.65532,                0.32523,                0.71361,                0.65976,                0.70884,                0.40144,                0.44332,                0.84411,                0.52696,                 0.0001,                 0.0001,                 0.0001
                    191,                0.34321,                0.63771,                0.33862,                 0.7191,                0.66473,                0.70911,                0.40151,                0.44303,                0.83987,                0.52746,                 0.0001,                 0.0001,                 0.0001
                    192,                0.33347,                0.65275,                0.32756,                0.71022,                0.67053,                 0.7113,                0.40126,                0.44218,                0.84273,                0.52617,                 0.0001,                 0.0001,                 0.0001
                    193,                0.34058,                0.64239,                 0.3253,                0.70999,                0.67089,                 0.7116,                 0.4024,                0.44249,                0.84208,                0.52692,                 0.0001,                 0.0001,                 0.0001
                    194,                0.32977,                0.66109,                0.31899,                0.70853,                0.66197,                0.71146,                0.40175,                0.44079,                0.84942,                0.52255,                 0.0001,                 0.0001,                 0.0001
                    195,                0.33475,                0.65918,                0.31956,                0.72494,                0.66585,                0.71419,                 0.4027,                0.44004,                0.85326,                 0.5165,                 0.0001,                 0.0001,                 0.0001
                    196,                0.33285,                0.65523,                0.32411,                0.71441,                 0.6719,                0.71331,                0.40137,                0.44165,                0.85002,                0.51982,                 0.0001,                 0.0001,                 0.0001
                    197,                0.33612,                0.65445,                0.32311,                0.71194,                0.69112,                0.71398,                0.40103,                0.44038,                 0.8573,                0.51715,                 0.0001,                 0.0001,                 0.0001
                    198,                0.33277,                0.65175,                0.32738,                0.71202,                0.66012,                0.71622,                0.40108,                 0.4388,                0.86226,                0.51707,                 0.0001,                 0.0001,                 0.0001
                    199,                0.33355,                 0.6499,                0.32785,                0.71243,                 0.6655,                0.71419,                0.40125,                0.43944,                0.85907,                 0.5188,                 0.0001,                 0.0001,                 0.0001
                    200,                0.33256,                0.62911,                0.32796,                0.71085,                0.66611,                0.71523,                0.40284,                0.43853,                0.86125,                0.51891,                 0.0001,                 0.0001,                 0.0001
